,Group_1,Group_2,Group_3,Group_4,Soma
2423,0.004277721045919193,0.008701805254848479,0.04939601229797982,0.0029966756282323232,0.06537221422697981
2399,0.06477670772727273,1.3304997474747473e-05,0.0003643494489292929,3.618158497979798e-05,0.06519054375865657
2479,0.0007286330744444448,0.00034550680343434345,0.01777321697252526,0.045902685042828274,0.06475004189323233
2450,0.0021406392491414147,0.016259352838080807,0.041388355544444436,0.004181859282929293,0.06397020691459594
231,0.05909935543212123,3.5851800484848484e-05,0.0034729033324848485,0.0009886639883333332,0.06359677455342426
2391,0.05685974302525252,0.00024963116111111116,0.004467703236707071,0.001975311771515151,0.06355238919458586
2432,0.01905454245353537,0.039929416556161605,0.002510129203393939,0.0004174774509595959,0.06191156566405051
1556,6.359801033333333e-05,0.021363424242424243,0.0033740464348484852,0.03671824110707072,0.06151930979467678
2370,0.00546231812757576,0.05276781652929294,0.0015957512816060602,0.001628632055424243,0.061454517993899005
382,0.04826451538404041,0.0028127568657979798,0.007387483784141412,0.0017536223895959595,0.06021837842357576
2192,0.0005409934053535355,0.007078035840101008,0.05029700953535352,0.001794149798272727,0.059710188579080795
1638,0.00042927756797979795,0.001856750658383838,0.051262223085858594,0.0027510055003030307,0.05629925681252526
1780,0.020865261234646465,0.0034046248956565656,0.005118361839959596,0.026618818202020195,0.05600706617228282
2417,0.0019468084625252526,0.007822467105555555,0.0065799635811111135,0.03917369809191919,0.05552293724111111
238,4.4853758585858586e-06,1.5927450505050506e-06,2.0907591515151516e-06,0.054728328737373724,0.05473649761743433
2438,0.005883914823434342,0.01404157849393939,0.004073340641515153,0.030258566468383853,0.05425740042727274
1821,0.0004749675895656566,0.008604499809595963,0.00881203549252525,0.03635954871313132,0.05425105160481819
920,0.0005976969903030303,0.03460119947272728,0.0033693756778282818,0.015351647730909091,0.05391991987176768
2029,0.014008977520202016,2.7219402929292926e-05,0.0009304483216565659,0.03871950574828283,0.05368615099307071
2451,0.03999349954429292,0.0005086920783838385,0.008418439905555554,0.004440759521050505,0.053361391049282815
1199,0.05278772481818184,8.298483737373736e-06,1.379705519191919e-05,0.00025008511997979795,0.053059905477090934
2394,0.0009127827910606065,0.003310439836767678,0.04543457914848484,0.003385706970050505,0.053043508746363634
342,0.00023121095800000002,0.00018864534373737375,0.04504754816161617,0.00685771341072727,0.05232511787408082
1823,0.001355715756707071,0.01959510150636363,0.02933064921838383,0.0018172544277070702,0.052098720909161594
822,2.3938968383838383e-06,3.2358458585858585e-06,1.729330101010101e-06,0.04980606512121211,0.049813424194010095
2285,0.005116553585757576,0.040355253787878805,0.0008911160694949494,0.002483685887979798,0.04884660933111113
2448,0.0001506271154545454,0.04351813901206064,0.00148666190089899,0.0031697240994949492,0.048325152127909124
2184,0.00017028079348484847,4.123838525252525e-05,0.033089090734141416,0.014885403729797981,0.04818601364267677
1159,0.019110172408080807,0.001399938916868687,0.00917884173515152,0.016872784117414143,0.04656173717751516
2265,5.935752757575757e-05,0.00010828272777777778,0.0029921985690101005,0.043065764235353514,0.04622560305971715
2014,0.000289758720050505,0.004723384954141413,0.015668569815555547,0.02527895461111112,0.04596066810085858
2567,0.019430771379696975,0.014886447331313129,0.0014603522025353538,0.009751945675454544,0.045529516589
95,0.030190385523232333,0.00017497011163636366,0.012025272755757575,0.002456196807919191,0.04484682519854546
2492,0.04124005395333334,0.0016297300062626259,0.0006266633513232323,0.0009085454888888889,0.04440499279980809
472,0.04381380704545453,2.1511545202020203e-05,0.00022901670030303026,0.0002945390461010101,0.04435887433706059
2446,0.00021923987073737373,0.028329462970808097,0.004510163816565659,0.010014890919191922,0.04307375757730305
534,0.0019176055626262628,0.011497037417676766,0.002113107046525252,0.027375276487777777,0.042903026514606056
288,0.0001492925862626263,0.00011214262202020203,0.000941046013030303,0.04088462864949494,0.042087109870808076
1337,0.00481725096990909,8.069951866666667e-05,7.809124201010101e-05,0.036904330039494955,0.04188037177008081
328,1.414082275757576e-05,5.923556868686868e-06,9.513863591919195e-05,0.041598242424242426,0.04171344543978788
2486,0.012860690309595961,0.001025633819292929,0.006375866428484851,0.02086443368020202,0.041126624237575765
2409,0.007313458198535352,0.00044192972737373734,0.02594921665656566,0.006286130324515151,0.0399907349069899
2591,0.011779443009090907,0.00027224116161616164,0.02749583222959594,0.00037128877666666664,0.03991880517696968
1763,0.004411717542070706,0.000487113022020202,0.027962247133737378,0.006718595216868686,0.03957967291469697
2275,0.00014556828794949495,0.03767445330303031,0.0009114232314545452,0.0006198864032020205,0.039351331225636374
85,0.0321589618439394,5.0321782666666674e-05,0.00020525485618181813,0.006340074975505047,0.038754613458292925
446,0.03293060050707071,0.0005479018694444444,0.00036264425548484847,0.004575048956464646,0.03841619558846465
149,0.004861877894545452,0.0033115403054545453,0.027558477529292923,0.0020342269032424237,0.03776612263253534
2426,0.00020881913484848484,0.014063563589898994,0.02146597180447474,0.0014158952873131315,0.037154249816535354
1731,6.526875227272726e-05,3.9695043434343435e-05,0.0006363690124242424,0.03618612164696969,0.036927454455101004
2280,0.0003094477887878788,0.0009229324408787879,0.034492187810101,0.0008077011534242422,0.036532269193191906
2390,0.003496937387575756,0.018995067073535352,0.007110208813000002,0.006662031065898989,0.0362642443400101
2416,0.0008283178179797981,0.00618025835868687,0.00969664823852525,0.019510387754141413,0.03621561216933333
190,0.034534570544646474,4.428742845454545e-05,0.0008659708654848484,0.0004816224569292928,0.035926451295515166
168,0.010555362834606055,1.3608780202020202e-06,0.02505904788725253,0.0001909534336868687,0.03580672503356566
589,0.000411696705050505,0.0003324910089494949,0.032936802333838396,0.0015397779577272725,0.035220768005565666
2402,0.01681348503773738,0.0005408860818080808,0.017425589687373733,0.00028604275306060603,0.035066003559979804
2445,0.005599236854141416,0.0012256676853535354,0.027567471883434353,0.0004496718923737375,0.03484204831530304
87,4.222061414141414e-05,6.6039322e-05,0.0027516732642727266,0.03192716196428282,0.03478709516469696
2463,0.007670122365656567,0.022056667059595955,0.0019208635882121208,0.0010986099033939397,0.03274626291685858
2415,0.0001860314795454546,0.002877625478787879,0.015011575829292925,0.014365705966909087,0.032440938754535346
2485,0.0015103819939999996,0.015252597295656561,0.011957426149595957,0.003555382134747475,0.032275787573999994
594,6.842915707070707e-05,0.00253290493010101,0.0026943850716666658,0.02681483081010101,0.03211054996893939
960,0.00010873534127272728,0.003605285560505051,0.008367743179383838,0.01985388454973738,0.031935648630899
2544,3.9541005646464646e-05,0.028945823706060598,0.0028549658286262623,8.239752330303031e-05,0.03192272806363635
2234,1.2753671515151514e-05,0.011555223798787881,0.018718125887070707,0.0005856207863535354,0.030871724143727276
2271,0.024665699974444448,0.003732621162222222,0.0014843011488888888,0.0008353506666868686,0.030717972952242423
2299,0.004201786800808082,0.0015590859325656564,0.02104043519363636,0.0038644354994141414,0.03066574342642424
1564,0.006904210558787876,0.00036198040747474766,0.0017432768871313126,0.021338668164343433,0.030348136017737372
2420,0.0006160527818787878,0.007646213988484848,0.014678206142727274,0.0073749833871212134,0.030315456300212124
297,0.00025552071616161614,0.0002444828314242424,0.01049302647040404,0.018912442180212114,0.029905472198202013
2431,0.003147380137828282,0.005350448761515151,0.006035396378888889,0.01513453352737373,0.029667758805606053
2777,0.00021955415137373736,0.001478614765252525,0.0019755179179191925,0.025980214663636376,0.029653901498181832
82,0.0012123552969090909,0.02614487504060605,0.001541567609161616,0.0007218752750707074,0.029620673221747464
2468,0.01020951358383838,0.006221203300606059,0.003664644594636364,0.009001385125757573,0.029096746604838374
195,0.002405151866282828,0.0006978802259595959,0.001303584252252525,0.024242838522121203,0.02864945486661615
453,8.955457333333333e-06,0.028269103343434347,2.603553909090909e-05,0.00022394425681818186,0.02852803859667677
2471,0.00022733994202020196,0.018949708146060604,0.0029169294020202022,0.006232011658686869,0.028325989148787877
2672,0.024504644745030314,0.00045428125767676774,0.00011701050574747475,0.0028882089387878788,0.027964145447242433
150,0.0018815469127272727,0.009560819349030301,0.0004905032292222221,0.01570270099814142,0.027635570489121214
1553,0.026822325995252524,0.0002732803786868687,0.00031265417676767677,0.00010366092669696968,0.027511921477404038
1776,0.00031950799008080804,0.0011576934798787878,0.025056290743434344,0.0007237210582626265,0.027257213271656568
299,0.005155173339777779,0.010182604983838387,0.0007015530525959595,0.011053868266464642,0.027093199642676764
2316,0.0007683925134343433,0.00978381154222222,0.011279029263030298,0.004560590792979798,0.026391824111666656
1292,0.005556333660373735,8.281556565656566e-06,7.419093838383839e-07,0.020812096212121222,0.02637745333844445
2353,2.849598402020202e-05,0.004599682397373738,0.017190605617979804,0.003909749712525251,0.025728533711898996
926,0.004876996947272728,0.0010261409101111113,0.003291710427575758,0.016395789206868686,0.025590637491828286
163,7.030699212121212e-05,8.609021545454545e-06,8.104830010101011e-06,0.02519681128550505,0.025283832129181817
105,0.0008479543612323235,0.0004912019486969698,0.02086847815834343,0.003010169990262626,0.02521780445853535
130,0.0014185606863939394,0.003947664176161617,0.002151867094,0.017578396403232322,0.02509648835978788
2413,0.00021692547496969698,0.0009999458142424243,0.019677390189898992,0.003990092411111111,0.024884353890222224
1952,3.0465792323232323e-05,1.0538507575757577e-06,5.992482373737374e-06,0.02459960211515151,0.024637114240606058
2458,0.00040763343313131306,0.0012099983161616159,0.0008817880871717169,0.022085355564707067,0.024584775401171714
1966,0.0005109726651515151,2.5746669696969697e-05,0.0152273724919192,0.008590984295959595,0.024355076122727276
2289,0.0185526765010101,0.004568972543131314,0.0007707514381010101,0.0004110857977070707,0.024303486279949493
1811,0.023646442505454546,6.75410795959596e-05,0.00013756142994949494,0.00035409063311111095,0.02420563564811111
2469,0.0012374298361010104,0.002548816068939394,0.012893214915959595,0.00748092820530303,0.024160389026303027
2779,0.00036397747797979797,0.021217724392929297,0.0012359621517171718,0.0012742774541515153,0.024091941476777783
1732,0.013723390923030303,0.0001300887106060606,0.005915697380808081,0.004244287585959596,0.02401346460040404
1973,0.0005604899029292929,0.0002707616727272727,0.020393979523232325,0.0022523731443232324,0.023477604243212123
1534,0.00026428898646464657,0.011753680509090909,0.0023880784545353543,0.008832429527727273,0.02323847747781818
2313,0.007629425816616163,0.0019918579835353535,0.0019592355567575755,0.011511994944444444,0.023092514301353534
415,0.005838743314040404,0.004030193201050504,0.009780917943232322,0.003050649919383839,0.02270050437770707
1552,0.002499124937878787,0.0006326111355555556,0.018661297822727272,0.0009057186629595961,0.02269875255912121
1733,0.0017180472824545455,0.003025576269393939,0.011149235804040402,0.006265850052777776,0.02215870940866666
83,1.8895639727272727e-05,0.016485018860000006,0.0027395530396969697,0.0027075053945858573,0.021950972934010105
474,0.02090948078484848,1.6886264404040404e-05,0.0001197343538989899,0.0004801607603636364,0.021526262163515147
1559,8.183766858585857e-05,2.1668152525252526e-05,0.021069155659292932,0.00029955337697979795,0.02147221485738384
2424,0.004230327187636365,0.003839106453737374,0.01184313317373738,0.0013817046505050499,0.02129427146561617
1711,0.002473558013131313,0.0005743041017777778,0.01504069923860606,0.0027283613704646467,0.020816922723979798
2277,0.004513131766646465,0.00691510362119192,0.008893800534848485,0.0003376932308484848,0.020659729153535356
2080,0.0007269185498989896,0.0009063935729797979,0.0003634033787070707,0.01857883023515152,0.02057554573673738
925,0.0006829011018181819,0.0022197636442424246,0.016123555055858593,0.0012959052697979804,0.02032212507171718
677,1.9247167292929293e-05,4.5314656565656566e-07,2.421807833333333e-05,0.02000524708171718,0.020049165473909097
2831,0.01788710165343434,0.0005185410037373738,0.0014300971059191922,5.2413539646464635e-05,0.01988815330273737
2276,0.00019394236208080805,0.018736975946464646,0.0002004124772525252,0.000653951236111111,0.01978528202190909
2429,0.014876506929292935,0.001984785057777778,0.0013501276459595953,0.001556788392424243,0.01976820802545455
363,0.0015677555049898985,0.00012131834838383837,0.004811084016242423,0.01322375741050505,0.01972391528012121
156,0.0007357850827777778,0.0015758445418181815,0.009806790980878787,0.007562304801414141,0.019680725406888887
1523,0.010979727239060605,0.0057213210291919185,7.5506097e-05,0.0028735479662626282,0.019650102331515155
2594,6.236829935353536e-05,0.00019861952959595962,0.0091116416810101,0.009757432853232325,0.019130062363191917
2038,2.1358423030303032e-06,0.0,6.251630838383839e-06,0.019046008230303033,0.019054395703444447
1594,0.0001433313585757576,0.0004079263229797981,0.0006003479923232324,0.017342934279494942,0.01849453995337373
2801,0.0035837005764646477,0.0022685697709090903,0.010917228128989896,0.0014699690530303032,0.018239467529393937
2105,0.006478993737858586,0.0012241024562121214,0.0007882251878787879,0.009500591576232328,0.017991912958181824
2839,0.01766362576565656,7.203954999999999e-06,1.9302882787878787e-05,1.3954991141414143e-05,0.017704087594585857
1437,0.00035978548589898993,0.002887879845,0.0002946801267676768,0.013866085422525246,0.01740843088019191
987,1.7943864898989902e-05,7.447237414141414e-05,0.005234379992323232,0.01207441105878788,0.017401207290151516
847,2.5202057050505054e-05,1.1176460606060607e-06,2.710913875757576e-05,0.017018876321212125,0.017072305163080812
2427,8.981813843434343e-05,0.005505879342525254,0.00825518783121212,0.0031574335204040405,0.01700831883257576
2320,0.0,0.0,0.0,0.016695292627272724,0.016695292627272724
2388,0.0004917603502020202,6.383500595959596e-05,0.004456594007474748,0.011618264351616161,0.016630453715252527
351,0.0003243354353535353,0.0007703034222626262,0.0014771931956969694,0.013957229349494948,0.01652906140280808
255,0.0010332111018686871,0.009268365040242425,0.002338106361646465,0.003719026787171717,0.016358709290929294
2016,0.0002664920933939394,7.731152942424242e-05,0.00015318036364646466,0.01570337638474748,0.016200360371212124
