,\Patient_1,Patient_10,Patient_11,Patient_12,Patient_13,Patient_14,Patient_15,Patient_16,Patient_17,Patient_18,Patient_19,\Patient_2,Patient_20,Patient_21,Patient_22,Patient_23,Patient_24,Patient_25,Patient_26,Patient_27,Patient_28,Patient_29,\Patient_3,Patient_30,Patient_31,Patient_32,Patient_33,Patient_34,Patient_35,Patient_36,Patient_37,Patient_38,Patient_39,\Patient_4,Patient_40,Patient_41,Patient_42,Patient_43,Patient_44,Patient_45,Patient_46,Patient_47,Patient_48,Patient_49,\Patient_5,Patient_50,Patient_51,Patient_52,Patient_53,Patient_54,Patient_55,Patient_56,Patient_57,Patient_58,Patient_59,\Patient_6,Patient_60,Patient_61,Patient_62,Patient_63,Patient_64,Patient_65,Patient_66,Patient_67,Patient_68,Patient_69,\Patient_7,Patient_70,Patient_71,Patient_72,Patient_73,Patient_74,Patient_75,Patient_76,Patient_77,Patient_78,Patient_79,\Patient_8,Patient_80,Patient_81,Patient_82,Patient_83,Patient_84,Patient_85,Patient_86,Patient_87,Patient_88,Patient_89,\Patient_9,Patient_90,Patient_91,Patient_92,Patient_93,Patient_94,Patient_95
0,0.9995113060699701,0.999681651234816,0.9995266776400286,0.9989080301164456,0.9996049195359892,0.9991041821139599,0.9996370127256002,0.9993368952125475,0.9991102171745858,0.9994901731140324,0.9993705963364737,0.9994051569983378,0.9993439721487265,0.9988308537767254,0.9987784739952571,0.9995085246887445,0.9994768064884947,0.9992863912231191,0.9990348935267536,0.9994066246985118,0.9996978068114022,0.999233444245788,0.9994287621738055,0.9990581111090772,0.9995361228032688,0.9994367791673248,0.99932020198355,0.9989838411993298,0.9993971625434221,0.9992973800649656,0.9991143494082468,0.999369929353953,0.9993299500754937,0.9992007208878224,0.9990545115873559,0.9991625441879091,0.9990479334985255,0.9993900129968397,0.9993887151718966,0.9994287058525465,0.9993426466350103,0.9992176782599852,0.9993613700788854,0.9988758295266926,0.9992274122281584,0.9997057454897741,0.9994370330841783,0.998947849602714,0.9992226887845999,0.9994737567801055,0.999370598410065,0.9993389689685028,0.9995339395871523,0.9995384494748276,0.9991546905285179,0.9992608945887008,0.9992677529655939,0.999333730525281,0.9991770568752264,0.9988129335934732,0.9991745769603656,0.9991452991179427,0.9993329024343907,0.999140062950848,0.9993403963689566,0.9994600922847694,0.9995798890091719,0.9994764818902184,0.999360734425297,0.9991349382686572,0.9992523960393702,0.9994465959871318,0.9993236061883103,0.9996909844802385,0.9992308332358935,0.9994050341360994,0.9990958946506662,0.9994594688391759,0.9993747779350528,0.9990380999794709,0.9991770135544017,0.9990376296122057,0.9990786396782891,0.9992083406218938,0.9990924561776429,0.9992171517484398,0.9994939571326359,0.9990430303599391,0.999459586503454,0.9992362256879705,0.9987663470291226,0.9991084313572319,0.9996598141476458,0.9993850520779355,0.99940345720206
